movieId,title,genres
61,eye for an eye,Drama|Thriller
62,mr. holland's opus,Drama
63,don't be a menace to south central while drinking your juice in the hood,Comedy|Crime
64,two if by sea,Comedy|Romance
65,bio-dome,Comedy
66,lawnmower man 2: beyond cyberspace,Action|Sci-Fi|Thriller
67,two bits,Drama
68,french twist,Comedy|Romance
69,friday,Comedy
70,from dusk till dawn,Action|Comedy|Horror|Thriller
71,fair game,Action
72,kicking and screaming,Comedy|Drama
73,misérables,Drama|War
74,bed of roses,Drama|Romance
75,big bully,Comedy|Drama
76,screamers,Action|Sci-Fi|Thriller
77,nico icon,Documentary
78,crossing guard,Action|Crime|Drama|Thriller
79,juror,Drama|Thriller
80,white balloon,Children|Drama
81,things to do in denver when you're dead,Crime|Drama|Romance
82,antonia's line,Comedy|Drama
83,once upon a time... when we were colored,Drama|Romance
84,last summer in the hamptons,Comedy|Drama
85,angels and insects,Drama|Romance
86,white squall,Action|Adventure|Drama
87,dunston checks in,Children|Comedy
88,black sheep,Comedy
89,nick of time,Action|Thriller
90,the journey of august king,Drama
92,mary reilly,Drama|Horror|Thriller
93,vampire in brooklyn,Comedy|Horror|Romance
94,beautiful girls,Comedy|Drama|Romance
95,broken arrow,Action|Adventure|Thriller
96,in the bleak midwinter,Comedy|Drama
97,hate,Crime|Drama
98,shopping,Action|Thriller
99,heidi fleiss: hollywood madam,Documentary
100,city hall,Drama|Thriller
101,bottle rocket,Adventure|Comedy|Crime|Romance
102,mr. wrong,Comedy
103,unforgettable,Mystery|Sci-Fi|Thriller
104,happy gilmore,Comedy
105,bridges of madison county,Drama|Romance
106,nobody loves me,Comedy|Drama
107,muppet treasure island,Adventure|Children|Comedy|Musical
108,catwalk,Documentary
109,headless body in topless bar,Comedy|Drama|Thriller
110,braveheart,Action|Drama|War
111,taxi driver,Crime|Drama|Thriller
112,rumble in the bronx,Action|Adventure|Comedy|Crime
113,before and after,Drama|Mystery
114,margaret's museum,Drama
115,happiness is in the field,Comedy
116,anne frank remembered,Documentary
117,young poisoner's handbook,Crime|Drama
118,if lucy fell,Comedy|Romance
119,steal big,Comedy
120,race the sun,Adventure|Comedy|Drama
121,boys of st. vincent,Drama
122,boomerang,Comedy|Romance
123,chungking express,Drama|Mystery|Romance
124,star maker,Drama
125,flirting with disaster,Comedy
126,neverending story iii,Adventure|Children|Fantasy
127,silences of the palace,Drama
128,jupiter's wife,Documentary
129,pie in the sky,Comedy|Romance
130,angela,Drama
131,frankie starlight,Drama|Romance
132,jade,Thriller
133,nueba yol,Comedy|Drama
134,sonic outlaws,Documentary
135,down periscope,Comedy
136,from the journals of jean seberg,Documentary
137,man of the year,Documentary
138,neon bible,Drama
139,target,Action|Drama
140,up close and personal,Drama|Romance
141,birdcage,Comedy
142,shadows,Drama
143,gospa,Drama
144,brothers mcmullen,Comedy
145,bad boys,Action|Comedy|Crime|Drama|Thriller
146,amazing panda adventure,Adventure|Children
147,basketball diaries,Drama
148,awfully big adventure,Drama
149,amateur,Crime|Drama|Thriller
150,apollo 13,Adventure|Drama|IMAX
151,rob roy,Action|Drama|Romance|War
152,addiction,Drama|Horror
153,batman forever,Action|Adventure|Comedy|Crime
154,beauty of the day,Drama
155,beyond rangoon,Adventure|Drama|War
156,blue in the face,Comedy|Drama
157,canadian bacon,Comedy|War
158,casper,Adventure|Children
159,clockers,Crime|Drama|Mystery
160,congo,Action|Adventure|Mystery|Sci-Fi
161,crimson tide,Drama|Thriller|War
162,crumb,Documentary
163,desperado,Action|Romance|Western
164,devil in a blue dress,Crime|Film-Noir|Mystery|Thriller
165,die hard: with a vengeance,Action|Crime|Thriller
166,doom generation,Comedy|Crime|Drama
167,feast of july,Drama
168,first knight,Action|Drama|Romance
169,free willy 2: the adventure home,Adventure|Children|Drama
170,hackers,Action|Adventure|Crime|Thriller
171,jeffrey,Comedy|Drama
172,johnny mnemonic,Action|Sci-Fi|Thriller
173,judge dredd,Action|Crime|Sci-Fi
174,jury duty,Comedy
175,kids,Drama
176,living in oblivion,Comedy
177,lord of illusions,Horror
178,love & human remains,Comedy|Drama
179,mad love,Drama|Romance
180,mallrats,Comedy|Romance
181,mighty morphin power rangers: the movie,Action|Children
182,moonlight and valentino,Drama|Romance
183,mute witness,Comedy|Horror|Thriller
184,nadja,Drama
185,net,Action|Crime|Thriller
186,nine months,Comedy|Romance
187,party girl,Comedy
188,prophecy,Fantasy|Horror|Mystery
189,reckless,Comedy|Fantasy
190,safe,Thriller
191,scarlet letter,Drama|Romance
192,the show,Documentary
193,showgirls,Drama
194,smoke,Comedy|Drama
195,something to talk about,Comedy|Drama|Romance
196,species,Horror|Sci-Fi
197,stars fell on henrietta,Drama
198,strange days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller
199,umbrellas of cherbourg,Drama|Musical|Romance
200,tie that binds,Thriller
201,three wishes,Drama|Fantasy
202,total eclipse,Drama|Romance
203,to wong foo,Comedy
204,under siege 2: dark territory,Action
205,unstrung heroes,Comedy|Drama
206,unzipped,Documentary
207,walk in the clouds,Drama|Romance
208,waterworld,Action|Adventure|Sci-Fi
209,white man's burden,Drama
210,wild bill,Western
211,browning version,Drama
212,bushwhacked,Adventure|Comedy|Crime|Mystery
213,burnt by the sun,Drama
214,before the rain,Drama|War
215,before sunrise,Drama|Romance
216,billy madison,Comedy
217,babysitter,Drama|Thriller
218,boys on the side,Comedy|Drama
219,cure,Drama
220,castle freak,Horror
222,circle of friends,Drama|Romance
223,clerks,Comedy
224,don juan demarco,Comedy|Drama|Romance
225,disclosure,Drama|Thriller
226,dream man,Thriller
227,drop zone,Action|Thriller
228,destiny turns on the radio,Comedy
229,death and the maiden,Drama|Thriller
230,dolores claiborne,Drama|Thriller
231,dumb & dumber,Adventure|Comedy
232,eat drink man woman,Comedy|Drama|Romance
233,exotica,Drama
234,exit to eden,Comedy
235,ed wood,Comedy|Drama
236,french kiss,Action|Comedy|Romance
237,forget paris,Comedy|Romance
238,far from home: the adventures of yellow dog,Adventure|Children
239,goofy movie,Animation|Children|Comedy|Romance
240,hideaway,Thriller
241,fluke,Children|Drama
242,farinelli: il castrato,Drama|Musical
243,gordy,Children|Comedy|Fantasy
244,gumby: the movie,Animation|Children
245,the glass shield,Crime|Drama
246,hoop dreams,Documentary
247,heavenly creatures,Crime|Drama
248,houseguest,Comedy
249,immortal beloved,Drama|Romance
250,heavyweights,Children|Comedy
251,hunted,Action
252,i.q.,Comedy|Romance
253,interview with the vampire: the vampire chronicles,Drama|Horror
254,jefferson in paris,Drama
255,jerky boys,Comedy
256,junior,Comedy|Sci-Fi
257,just cause,Mystery|Thriller
258,kid in king arthur's court,Adventure|Children|Comedy|Fantasy|Romance
259,kiss of death,Crime|Drama|Thriller
260,star wars: episode iv - a new hope,Action|Adventure|Sci-Fi
261,little women,Drama
262,little princess,Children|Drama
263,ladybird ladybird,Drama
264,enfer,Drama
265,like water for chocolate,Drama|Fantasy|Romance
266,legends of the fall,Drama|Romance|War|Western
267,major payne,Comedy
268,little odessa,Crime|Drama
269,my crazy life,Drama
270,love affair,Drama|Romance
271,losing isaiah,Drama
272,madness of king george,Comedy|Drama
273,mary shelley's frankenstein,Drama|Horror|Sci-Fi
274,man of the house,Comedy
275,mixed nuts,Comedy
276,milk money,Comedy|Romance
277,miracle on 34th street,Drama
278,miami rhapsody,Comedy
279,my family,Drama
280,murder in the first,Drama|Thriller
281,nobody's fool,Comedy|Drama|Romance
282,nell,Drama
283,new jersey drive,Crime|Drama
284,new york cop,Action|Crime
285,beyond bedlam,Drama|Horror
286,nemesis 2: nebula,Action|Sci-Fi|Thriller
287,nina takes a lover,Comedy|Romance
288,natural born killers,Action|Crime|Thriller
289,only you,Comedy|Romance
290,once were warriors,Crime|Drama
292,outbreak,Action|Drama|Sci-Fi|Thriller
293,léon: the professional,Action|Crime|Drama|Thriller
294,perez family,Comedy|Romance
295,pyromaniac's love story,Comedy|Romance
296,pulp fiction,Comedy|Crime|Drama|Thriller
297,panther,Drama
298,pushing hands,Drama
299,priest,Drama
300,quiz show,Drama
301,picture bride,Drama|Romance
302,queen margot,Drama|Romance
303,quick and the dead,Action|Thriller|Western
304,roommates,Comedy|Drama
305,ready to wear,Comedy
306,three colors: red,Drama
307,three colors: blue,Drama
308,three colors: white,Comedy|Drama
309,red firecracker,Drama
310,rent-a-kid,Comedy
311,relative fear,Horror|Thriller
312,stuart saves his family,Comedy
313,swan princess,Animation|Children
314,secret of roan inish,Children|Drama|Fantasy|Mystery
315,specialist,Action|Drama|Thriller
316,stargate,Action|Adventure|Sci-Fi
317,santa clause,Comedy|Drama|Fantasy
318,shawshank redemption,Crime|Drama
319,shallow grave,Comedy|Drama|Thriller
320,suture,Film-Noir|Thriller
321,strawberry and chocolate,Drama
322,swimming with sharks,Comedy|Drama
324,sum of us,Comedy|Drama
325,national lampoon's senior trip,Comedy
326,to live,Drama
327,tank girl,Action|Comedy|Sci-Fi
328,tales from the crypt presents: demon knight,Horror|Thriller
329,star trek: generations,Adventure|Drama|Sci-Fi
330,tales from the hood,Action|Crime|Horror
331,tom & viv,Drama
332,village of the damned,Horror|Sci-Fi
333,tommy boy,Comedy
334,vanya on 42nd street,Drama
335,underneath,Mystery|Thriller
336,walking dead,Drama|War
337,what's eating gilbert grape,Drama
338,virtuosity,Action|Sci-Fi|Thriller
339,while you were sleeping,Comedy|Romance
340,war,Adventure|Drama|War
341,double happiness,Drama
342,muriel's wedding,Comedy
343,baby-sitters club,Children
344,ace ventura: pet detective,Comedy
345,adventures of priscilla,Comedy|Drama
346,backbeat,Drama|Musical
347,bitter moon,Drama|Film-Noir|Romance
348,bullets over broadway,Comedy
349,clear and present danger,Action|Crime|Drama|Thriller
350,client,Drama|Mystery|Thriller
351,corrina,Comedy|Drama|Romance
352,crooklyn,Comedy|Drama
353,crow,Action|Crime|Fantasy|Thriller
354,cobb,Drama
355,flintstones,Children|Comedy|Fantasy
356,forrest gump,Comedy|Drama|Romance|War
357,four weddings and a funeral,Comedy|Romance
358,higher learning,Drama
359,i like it like that,Comedy|Drama|Romance
360,i love trouble,Action|Comedy
361,it could happen to you,Comedy|Drama|Romance
362,jungle book,Adventure|Children|Romance
363,wonderful,Documentary
364,lion king,Adventure|Animation|Children|Drama|Musical|IMAX
365,little buddha,Drama
366,wes craven's new nightmare,Drama|Horror|Mystery|Thriller
367,mask,Action|Comedy|Crime|Fantasy
368,maverick,Adventure|Comedy|Western
369,mrs. parker and the vicious circle,Drama
370,naked gun 33 1/3: the final insult,Action|Comedy
371,paper,Comedy|Drama
372,reality bites,Comedy|Drama|Romance
373,red rock west,Thriller
374,richie rich,Children|Comedy
375,safe passage,Drama
376,river wild,Action|Thriller
377,speed,Action|Romance|Thriller
378,speechless,Comedy|Romance
379,timecop,Action|Sci-Fi|Thriller
380,true lies,Action|Adventure|Comedy|Romance|Thriller
381,when a man loves a woman,Drama|Romance
382,wolf,Drama|Horror|Romance|Thriller
383,wyatt earp,Western
384,bad company,Action|Crime|Drama
385,man of no importance,Drama
386,s.f.w.,Drama
387,low down dirty shame,Action|Comedy
388,boys life,Drama
389,colonel chabert,Drama|Romance|War
390,faster pussycat! kill! kill!,Action|Crime|Drama
391,jason's lyric,Crime|Drama
392,secret adventures of tom thumb,Adventure|Animation
393,street fighter,Action|Adventure|Fantasy
394,coldblooded,Comedy
395,desert winds,Drama|Fantasy|Romance
396,fall time,Drama
397,fear,Horror
398,frank and ollie,Documentary
399,girl in the cadillac,Drama
400,homage,Drama
401,mirage,Action|Thriller
402,open season,Comedy
403,two crimes,Comedy|Crime|Drama
404,brother minister: the assassination of malcolm x,Documentary
405,highlander iii: the sorcerer,Action|Fantasy
406,federal hill,Drama
407,in the mouth of madness,Horror|Thriller
408,8 seconds,Drama
409,above the rim,Crime|Drama
410,addams family values,Children|Comedy|Fantasy
411,martin lawrence: you so crazy,Comedy|Documentary
412,age of innocence,Drama
413,airheads,Comedy
414,air up there,Comedy
415,another stakeout,Comedy|Thriller
416,bad girls,Western
417,barcelona,Comedy|Romance
418,being human,Drama
419,beverly hillbillies,Comedy
420,beverly hills cop iii,Action|Comedy|Crime|Thriller
421,black beauty,Adventure|Children|Drama
422,blink,Thriller
423,blown away,Action|Thriller
424,blue chips,Drama
425,blue sky,Drama|Romance
426,body snatchers,Horror|Sci-Fi|Thriller
427,boxing helena,Drama|Mystery|Romance|Thriller
428,bronx tale,Drama
429,cabin boy,Comedy
430,calendar girl,Comedy|Drama
431,carlito's way,Crime|Drama
432,city slickers ii: the legend of curly's gold,Adventure|Comedy|Western
433,clean slate,Comedy
434,cliffhanger,Action|Adventure|Thriller
435,coneheads,Comedy|Sci-Fi
436,color of night,Drama|Thriller
437,cops and robbersons,Comedy
438,cowboy way,Action|Comedy|Drama
439,dangerous game,Drama
440,dave,Comedy|Romance
441,dazed and confused,Comedy
442,demolition man,Action|Adventure|Sci-Fi
443,endless summer 2,Adventure|Documentary
444,even cowgirls get the blues,Comedy|Romance
445,fatal instinct,Comedy
446,farewell my concubine,Drama|Romance
447,favor,Comedy|Romance
448,fearless,Drama
449,fear of a black hat,Comedy
450,with honors,Comedy|Drama
451,flesh and bone,Drama|Mystery|Romance
452,widows' peak,Drama
453,for love or money,Comedy|Romance
454,firm,Drama|Thriller
455,free willy,Adventure|Children|Drama
456,fresh,Crime|Drama|Thriller
457,fugitive,Thriller
458,geronimo: an american legend,Drama|Western
459,getaway,Action|Adventure|Crime|Drama|Romance|Thriller
460,getting even with dad,Comedy
461,go fish,Drama|Romance
462,good man in africa,Action|Adventure
463,guilty as sin,Crime|Drama|Thriller
464,hard target,Action|Adventure|Crime|Thriller
465,heaven & earth,Action|Drama|War
466,hot shots! part deux,Action|Comedy|War
467,live nude girls,Comedy
468,englishman who went up a hill but came down a mountain,Comedy|Romance
469,house of the spirits,Drama|Romance
470,house party 3,Comedy
471,hudsucker proxy,Comedy
472,i'll do anything,Comedy|Drama
473,in the army now,Comedy|War
474,in the line of fire,Action|Thriller
475,in the name of the father,Drama
476,inkwell,Comedy|Drama
477,what's love got to do with it?,Drama|Musical
478,jimmy hollywood,Comedy|Crime|Drama
479,judgment night,Action|Crime|Thriller
480,jurassic park,Action|Adventure|Sci-Fi|Thriller
481,kalifornia,Drama|Thriller
482,killing zoe,Crime|Drama|Thriller
483,king of the hill,Drama
484,lassie,Adventure|Children
485,last action hero,Action|Adventure|Comedy|Fantasy
486,life with mikey,Comedy
487,lightning jack,Comedy|Western
488,m. butterfly,Drama|Romance
489,made in america,Comedy
490,malice,Thriller
491,man without a face,Drama
492,manhattan murder mystery,Comedy|Mystery
493,menace ii society,Action|Crime|Drama
494,executive decision,Action|Adventure|Thriller
495,in the realm of the senses,Drama
496,what happened was...,Comedy|Drama|Romance|Thriller
497,much ado about nothing,Comedy|Romance
498,mr. jones,Drama|Romance
499,mr. wonderful,Comedy|Romance
500,mrs. doubtfire,Comedy|Drama
501,naked,Drama
502,next karate kid,Action|Children|Romance
503,new age,Drama
504,no escape,Action|Drama|Sci-Fi
505,north,Comedy
506,orlando,Drama|Fantasy|Romance
507,perfect world,Crime|Drama|Thriller
508,philadelphia,Drama
509,piano,Drama|Romance
510,poetic justice,Drama
511,program,Action|Drama
512,puppet masters,Horror|Sci-Fi
513,radioland murders,Comedy|Mystery|Romance
514,ref,Comedy
515,remains of the day,Drama|Romance
516,renaissance man,Comedy|Drama
517,rising sun,Action|Drama|Mystery
518,road to wellville,Comedy
519,robocop 3,Action|Crime|Drama|Sci-Fi|Thriller
520,robin hood: men in tights,Comedy
521,romeo is bleeding,Crime|Thriller
522,romper stomper,Action|Drama
523,ruby in paradise,Drama
524,rudy,Drama
525,saint of fort washington,Drama
526,savage nights,Drama
527,schindler's list,Drama|War
528,scout,Comedy|Drama
529,searching for bobby fischer,Drama
530,second best,Drama
531,secret garden,Children|Drama
532,serial mom,Comedy|Crime|Horror
533,shadow,Action|Adventure|Fantasy|Mystery
534,shadowlands,Drama|Romance
535,short cuts,Drama
536,simple twist of fate,Drama
537,sirens,Drama
538,six degrees of separation,Drama
539,sleepless in seattle,Comedy|Drama|Romance
540,sliver,Thriller
541,blade runner,Action|Sci-Fi|Thriller
542,son in law,Comedy|Drama|Romance
543,so i married an axe murderer,Comedy|Romance|Thriller
544,striking distance,Action|Crime
546,super mario bros.,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
547,surviving the game,Action|Adventure|Thriller
548,terminal velocity,Action|Mystery|Thriller
549,thirty-two short films about glenn gould,Drama|Musical
550,threesome,Comedy|Romance
551,nightmare before christmas,Animation|Children|Fantasy|Musical
552,three musketeers,Action|Adventure|Comedy|Romance
553,tombstone,Action|Drama|Western
554,trial by jury,Crime|Drama|Thriller
555,true romance,Crime|Thriller
556,war room,Documentary
558,pagemaster,Action|Adventure|Animation|Children|Fantasy
559,paris,Comedy
560,beans of egypt,Drama
561,killer,Drama|Thriller
562,welcome to the dollhouse,Comedy|Drama
563,germinal,Drama|Romance
564,chasers,Comedy
565,cronos,Drama|Horror
566,naked in new york,Comedy|Romance
567,kika,Comedy|Drama
568,bhaji on the beach,Comedy|Drama
569,little big league,Comedy|Drama
570,slingshot,Comedy|Drama
571,wedding gift,Drama|Romance
572,foreign student,Drama
573,ciao,Drama
574,spanking the monkey,Comedy|Drama
575,little rascals,Children|Comedy
576,fausto,Comedy
577,andre,Adventure|Children|Drama
579,escort,Crime|Thriller
580,princess caraboo,Drama
581,celluloid closet,Documentary
582,métisse,Comedy|Drama
583,dear diary,Comedy|Drama
584,i don't want to talk about it,Drama|Romance
585,brady bunch movie,Comedy
586,home alone,Children|Comedy
587,ghost,Comedy|Drama|Fantasy|Romance|Thriller
588,aladdin,Adventure|Animation|Children|Comedy|Musical
589,terminator 2: judgment day,Action|Sci-Fi
590,dances with wolves,Adventure|Drama|Western
591,tough and deadly,Action|Drama|Thriller
592,batman,Action|Crime|Thriller
593,silence of the lambs,Crime|Horror|Thriller
594,snow white and the seven dwarfs,Animation|Children|Drama|Fantasy|Musical
595,beauty and the beast,Animation|Children|Fantasy|Musical|Romance|IMAX
596,pinocchio,Animation|Children|Fantasy|Musical
597,pretty woman,Comedy|Romance
598,window to paris,Comedy|Fantasy
599,wild bunch,Adventure|Western
600,love and a .45,Action|Comedy|Crime
601,wooden man's bride,Drama
602,great day in harlem,Documentary
603,bye bye,Comedy
604,criminals,Documentary
605,one fine day,Drama|Romance
606,candyman: farewell to the flesh,Fantasy|Horror
607,century,Drama
608,fargo,Comedy|Crime|Drama|Thriller
609,homeward bound ii: lost in san francisco,Adventure|Children
610,heavy metal,Action|Adventure|Animation|Horror|Sci-Fi
611,hellraiser: bloodline,Action|Horror|Sci-Fi
612,pallbearer,Comedy
613,jane eyre,Drama|Romance
614,loaded,Drama|Thriller
615,bread and chocolate,Comedy|Drama
616,aristocats,Animation|Children
617,flower of my secret,Comedy|Drama
618,two much,Comedy|Romance
619,ed,Comedy
620,scream of stone,Drama
621,my favorite season,Drama
623,modern affair,Romance
625,asfour stah,Drama
626,thin line between love and hate,Comedy
627,last supper,Drama|Thriller
628,primal fear,Crime|Drama|Mystery|Thriller
629,rude,Drama
630,carried away,Drama|Romance
631,all dogs go to heaven 2,Adventure|Animation|Children|Fantasy|Musical|Romance
632,land and freedom,Drama|War
633,denise calls up,Comedy
634,theodore rex,Comedy
635,family thing,Comedy|Drama
636,frisk,Drama
637,sgt. bilko,Comedy
638,jack and sarah,Romance
639,girl 6,Comedy|Drama
640,diabolique,Drama|Thriller
641,little indian,Adventure|Children|Comedy
642,roula,Drama
643,peanuts - die bank zahlt alles,Comedy
644,happy weekend,Comedy
645,nelly & monsieur arnaud,Drama
647,courage under fire,Action|Crime|Drama|War
648,mission: impossible,Action|Adventure|Mystery|Thriller
649,cold fever,Comedy|Drama
650,moll flanders,Drama
651,superweib,Comedy
652,301,Horror|Mystery|Thriller
653,dragonheart,Action|Adventure|Fantasy
654,and nobody weeps for me,Drama|Romance
655,my mother's courage,Comedy
656,eddie,Comedy
657,yankee zulu,Comedy|Drama
658,billy's holiday,Drama|Musical
659,purple noon,Crime|Drama|Thriller
660,august,Drama
661,james and the giant peach,Adventure|Animation|Children|Fantasy|Musical
662,fear,Thriller
663,kids in the hall: brain candy,Comedy
664,faithful,Comedy
665,underground,Comedy|Drama|War
666,all things fair,Drama|Romance|War
667,bloodsport 2,Action
668,song of the little road,Drama
670,world of apu,Drama
671,mystery science theater 3000: the movie,Comedy|Sci-Fi
672,tarantella,Drama
673,space jam,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
674,barbarella,Adventure|Comedy|Sci-Fi
675,hostile intentions,Action|Drama|Thriller
676,they bite,Comedy|Horror|Sci-Fi
678,some folks call it a sling blade,Drama|Thriller
679,run of the country,Drama
680,alphaville,Drama|Mystery|Romance|Sci-Fi|Thriller
681,coup de torchon,Crime
682,tigrero: a film that was never made,Documentary|Drama
683,eye of vichy,Documentary
684,windows,Drama
685,it's my party,Drama
687,country life,Drama|Romance
688,operation dumbo drop,Action|Adventure|Comedy|War
690,promise,Drama|Romance
691,mrs. winterbourne,Comedy|Romance
692,solo,Action|Sci-Fi|Thriller
693,under the domim tree,Drama
694,substitute,Action|Crime|Drama
695,true crime,Mystery|Thriller
696,butterfly kiss,Drama|Thriller
697,feeling minnesota,Drama|Romance
698,delta of venus,Drama
699,to cross the rubicon,Drama
700,angus,Comedy
701,daens,Drama
702,faces,Drama
703,boys,Drama
704,quest,Action|Adventure
705,cosi,Comedy
706,sunset park,Drama
707,mulholland falls,Crime|Drama|Thriller
708,truth about cats & dogs,Comedy|Romance
709,oliver & company,Adventure|Animation|Children|Comedy|Musical
710,celtic pride,Comedy
711,flipper,Adventure|Children
712,captives,Crime|Drama|Romance|Thriller
713,of love and shadows,Drama
714,dead man,Drama|Mystery|Western
715,horseman on the roof,Drama|Romance
716,switchblade sisters,Crime
717,mouth to mouth,Comedy
718,visitors,Comedy|Fantasy|Sci-Fi
719,multiplicity,Comedy
720,wallace & gromit: the best of aardman animation,Adventure|Animation|Comedy
721,halfmoon,Drama
722,haunted world of edward d. wood jr.,Documentary
723,two friends,Drama
724,craft,Drama|Fantasy|Horror|Thriller
725,great white hype,Comedy
726,last dance,Drama
727,war stories,Documentary
728,cold comfort farm,Comedy
729,institute benjamenta,Drama
730,low life,Drama
731,heaven's prisoners,Crime|Thriller
732,original gangstas,Crime
733,rock,Action|Adventure|Thriller
734,getting away with murder,Comedy
735,cemetery man,Horror
736,twister,Action|Adventure|Romance|Thriller
737,barb wire,Action|Sci-Fi
738,garçu,Drama
739,honey moon,Comedy
741,ghost in the shell,Animation|Sci-Fi
742,thinner,Horror|Thriller
743,spy hard,Comedy
744,brothers in trouble,Drama
745,wallace & gromit: a close shave,Animation|Children|Comedy
746,force of evil,Film-Noir
747,stupids,Comedy
748,arrival,Action|Sci-Fi|Thriller
749,man from down under,Drama
750,dr. strangelove or: how i learned to stop worrying and love the bomb,Comedy|War
751,careful,Comedy|Horror
752,vermont is for lovers,Comedy|Documentary|Romance
753,month by the lake,Comedy|Drama|Romance
754,gold diggers: the secret of bear mountain,Adventure|Children
755,kim,Children|Drama
756,carmen miranda: bananas is my business,Documentary
757,ashes of time,Drama
758,jar,Drama
759,maya lin: a strong clear vision,Documentary
760,stalingrad,Drama|War
761,phantom,Action|Adventure
762,striptease,Comedy|Crime
763,last of the high kings,Comedy|Drama
764,heavy,Drama|Romance
765,jack,Comedy|Drama
766,i shot andy warhol,Drama
767,grass harp,Comedy|Drama
768,someone else's america,Drama
769,marlene dietrich: shadow and light,Documentary
770,costa brava,Drama
771,life is rosy,Comedy|Drama
772,quartier mozart,Comedy
773,touki bouki,Drama
774,wend kuuni,Drama
775,spirits of the dead,Horror|Mystery
776,babyfever,Comedy|Drama
777,pharaoh's army,War
778,trainspotting,Comedy|Crime|Drama
779,'til there was you,Drama|Romance
780,independence day,Action|Adventure|Sci-Fi|Thriller
781,stealing beauty,Drama
782,fan,Drama|Thriller
783,hunchback of notre dame,Animation|Children|Drama|Musical|Romance
784,cable guy,Comedy|Thriller
785,kingpin,Comedy
786,eraser,Action|Drama|Thriller
787,gate of heavenly peace,Documentary
788,nutty professor,Comedy|Fantasy|Romance|Sci-Fi
789,i,Drama
790,unforgettable summer,Drama
791,last klezmer: leopold kozlowski,Documentary
792,hungarian fairy tale,Fantasy
793,my life and times with antonin artaud,Drama
794,midnight dancers,Comedy|Drama
795,somebody to love,Drama
796,very natural thing,Drama
797,old lady who walked in the sea,Comedy
798,daylight,Action|Adventure|Drama|Thriller
799,frighteners,Comedy|Horror|Thriller
800,lone star,Drama|Mystery|Western
801,harriet the spy,Children|Comedy
802,phenomenon,Drama|Romance
803,walking and talking,Comedy|Drama|Romance
804,she's the one,Comedy|Romance
805,time to kill,Drama|Thriller
806,american buffalo,Crime|Drama
807,rendezvous in paris,Comedy|Romance
808,alaska,Adventure|Children
809,fled,Action|Adventure
810,kazaam,Children|Comedy|Fantasy
812,magic hunter,Drama
813,larger than life,Comedy
814,boy called hate,Drama
815,power 98,Action|Mystery|Thriller
816,two deaths,Drama
818,very brady sequel,Comedy
819,stefano quantestorie,Comedy|Drama
820,death in the garden,Drama
821,crude oasis,Drama|Romance
822,hedd wyn,Drama|Romance|War
823,collector,Drama
824,kaspar hauser,Drama|Mystery
825,regular guys,Comedy|Romance
826,women robbers,Drama
827,convent,Drama
828,adventures of pinocchio,Adventure|Children
829,joe's apartment,Comedy|Fantasy|Musical
830,first wives club,Comedy
831,stonewall,Drama
832,ransom,Crime|Thriller
833,high school high,Comedy
834,phat beach,Comedy
